# https://data.ripple.com/ and whois results
# Ripple Nodes
IP Address|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name|Publice Key
104.238.130.73|rippled-1.7.2|20473|104.238.128.0/21|US|arin|2014-11-13|AS-CHOOPA, US|n9Kyf464BVFpNzZ4YheBE1kKVFCnDNJZicpocAFLuWcQr52iJXZQ
107.178.208.212|rippled-1.7.0|15169|107.178.192.0/18|US|arin|2014-02-21|GOOGLE, US|n9MCPX72tqAeDvwWpTsEQtVgBjdmHXqBEY4Dq4212aSG9e5uHf3Y
107.20.178.169|rippled-1.6.0|14618|107.20.0.0/16|US|arin|2011-05-03|AMAZON-AES, US|n9Ju3ZQSYZ42jKFCmYwpkETcYB56Ahgpq1zMNYmNLFfVK3m67g5b
107.20.239.166|rippled-1.7.0|14618|107.20.0.0/16|US|arin|2011-05-03|AMAZON-AES, US|n9KM764zSn6AajzFGC8HYRnWbnDeRMo6fet5uHhQJeTbdGgN8ugF
108.169.186.178|rippled-1.7.0|10796|108.169.160.0/19|US|arin|2012-02-09|TWC-10796-MIDWEST, US|n9Mnrkzsbfaa8VDuPPfp35k3uC8pvoimModfZjeyvBjxVvjoyvyd
108.61.195.25|rippled-1.7.0|20473|108.61.194.0/23|US|arin|2010-12-08|AS-CHOOPA, US|n9JZii8zttRRnDsEhR9xbrQtn7HsEZuGMcFWjBUERjByqZevAnqN
109.169.87.221|rippled-1.6.0|20860|109.169.64.0/19|GB|ripencc|2009-11-02|IOMART-AS, GB|n9KRGC52Hy791Vsa1rzZPbSPPetMFwzMVFfv1t9H6oLdUVzmEykh
109.194.199.73|rippled-1.7.0|41727|109.194.192.0/20|RU|ripencc|2009-10-27|ERTH-KIROV-AS, RU|n9M9GGviyQL93ikXPyHv8H7a9UfsRzq1y8k6QGKp3EM217hF5Pge
110.10.124.15|rippled-1.6.0|9318|110.10.0.0/16|KR|apnic|2009-02-18|SKB-AS SK Broadband Co Ltd, KR|n94LoxwkeaUHqAYBc22j9ydCx2nVBzn9JgxJXSe3ibmAxZBw9RFP
110.10.124.153|rippled-1.6.0|9318|110.10.0.0/16|KR|apnic|2009-02-18|SKB-AS SK Broadband Co Ltd, KR|n94QjPDF5GFheC43Uj6FZvfxDKiJs4QNAnGFZViGJiEpnp34Pa7c
110.10.124.154|rippled-1.6.0|9318|110.10.0.0/16|KR|apnic|2009-02-18|SKB-AS SK Broadband Co Ltd, KR|n9JyxbFEPNeFPJNTuujwgQgSCfYNhN6AXmtmgwrzbDMg9NzRHZjT
112.163.221.25|rippled-1.6.0|4766|112.160.0.0/13|KR|apnic|2009-02-10|KIXS-AS-KR Korea Telecom, KR|n9KpgvWr8jt5midXGLHut1Pk9ZSUDSRtQix2mRuyXLuS2Z8wGFZ1
112.5.37.188|rippled-1.7.0|9808|112.5.32.0/21|CN|apnic|2008-12-15|CMNET-GD Guangdong Mobile Communication Co.Ltd., CN|n9JgEQZMg1G1bRVu7wAx537Zps3ERiBvWrpYoWRcDivuRaqjM4vZ
113.196.66.76|rippled-1.7.2|9919|113.196.64.0/19|TW|apnic|2008-11-20|NCIC-TW New Century InfoComm Tech Co., Ltd., TW|n9MeFVPL5w2ygu9JGZjwZHuoz4ovHzWLxHE1Wu1n7Q7u7cHz4svW
114.203.209.151|rippled-1.6.0|9318|114.200.0.0/13|KR|apnic|2008-06-18|SKB-AS SK Broadband Co Ltd, KR|n9MJXEUA7pb8pUNgE4xBapoAy13bHrymhGQ6xYGxcdxq11gztPXw
115.68.52.217|rippled-1.7.0|38700|115.68.0.0/17|KR|apnic|2008-07-15|SMILESERV-AS-KR SMILESERV, KR|n9KXyzw8trKPjTw24N6T2c9fFGut3zTDvxQ8ewkWhaFD6VVZox5U
116.202.148.26|rippled-1.7.2|24940|116.202.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|n9LtKvXynrK4j676QrYoSYVmBVrVvth9RLFdqnxyeAz6kwtKqCEE
116.202.163.130|rippled-1.7.2|24940|116.202.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|n9KWZN68mCDgKsnY3GZdankL3YLn1F8BJNAvHvsfXJHeiTfCdDg7
116.202.237.229|rippled-1.6.0|24940|116.202.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|n9LFWJmVrUbCtLDSHWJUbNSc4c82W76GuWq38SoUdQMLNaM8CCmc
116.203.121.235|rippled-1.6.0|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|n9LHu5FgjMpb4AoDynjPwurXZEDrcN7vV18zzU9N5n5CEW4BndLA
116.203.129.96|rippled-1.7.0|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|n9LAKFiLbtxDxyLWVeCdXF9nBcfeM37n3Ab99RauSNaqvoFdK45A
116.24.64.130|rippled-1.7.0|4134|116.16.0.0/12|CN|apnic|2007-03-07|CHINANET-BACKBONE No.31,Jin-rong Street, CN|n9K7PV4qHC6AMUtHCWVhPBvAUbcVC4J43guw11mcmugVS3jA3z4J
118.27.131.44|rippled-1.7.0|135161|118.27.128.0/19|SG|apnic|2007-08-03|GMO-Z-COM-TH GMO-Z com NetDesign Holdings Co., Ltd., SG|n9M3x7D6jjzBWcrpTcX71wQuMiZUaFk5YDksoq8QKFtZvRpZ7DwV
118.27.131.52|rippled-1.6.0|135161|118.27.128.0/19|SG|apnic|2007-08-03|GMO-Z-COM-TH GMO-Z com NetDesign Holdings Co., Ltd., SG|n9MRetYk1rDBQNVS7vwdzLLGBTnt9XrfMh1jC183bFCi9RHhaSgS
119.96.251.5|rippled-1.7.0|58563|119.96.248.0/22|CN|apnic|2008-01-31|CHINATELECOM-HUBEI-IDC CHINANET Hubei province network, CN|n9Ks8HSDKTfpBVTH67SNxdTEGcxRnFKZyGknGLLQVbmP8ZU5cAN2
121.156.104.222|rippled-1.6.0|4766|121.152.0.0/13|KR|apnic|2006-04-07|KIXS-AS-KR Korea Telecom, KR|n9L6mVTmMS6w5NvzS5WocHhVvn7iXcFSh6z81SpQPsnyDrRt57Vs
121.78.223.201|rippled-1.7.0|9286|121.78.192.0/18|KR|apnic|2006-06-20|KINXIDC-AS-KR KINX, KR|n9Lg6fT5WPwPg7LDiYWX6r6e81iFfKQCSE4TyM2iuubuNKsVXgRB
122.180.31.37|rippled-1.7.0|24560|122.180.31.0/24|IN|apnic|2008-07-07|AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN|n9LKd6qhCyHmsF63aobnbZTDWVUKitEkBhWWyMCrX67ZD8K2RR3L
122.224.247.242|rippled-1.7.0|4134|122.224.0.0/12|CN|apnic|2006-11-16|CHINANET-BACKBONE No.31,Jin-rong Street, CN|n9MFX5qMzXbta15ihq5CgpPPS9VYv925Xx23uGwLbpTsuKFvQhuq
123.100.236.29|rippled-1.7.0|9892|123.100.236.0/22|SG|apnic|2006-11-10|ICONZ-WEBVISIONS-AP Iconz-Webvisions Pte. Ltd., SG|n9KtmzbyV8gbNNA9gmG9uf32pwTAJ82rFRPHe44C2Dtg7r8QbSQf
128.1.137.165|rippled-1.7.0|135377|128.1.137.0/24|US|arin|2016-09-07|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK|n9LoUAzjSoR9GRUDBGjoTk897oG1Q2J7CUbm54JALN4cFsEFGPVU
128.1.137.64|rippled-1.7.0|135377|128.1.137.0/24|US|arin|2016-09-07|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK|n9MVxWTmKG8C6XotYXeY99FqcthZWepSSTCmKJAuYpEAt62teJ6P
128.199.119.57|rippled-1.7.2|14061|128.199.64.0/18|GB|ripencc|1999-04-12|DIGITALOCEAN-ASN, US|n9MMWqW6nG7KsmCVZwxbHbVGbcfaPt6SShGbrNuYw5vj8qBEBLbE
128.199.94.45|rippled-1.7.0|14061|128.199.64.0/18|GB|ripencc|1999-04-12|DIGITALOCEAN-ASN, US|n9LoQxVWdb7DekisNUs4FmEXKxpKYSVZmHXcLJg9V1TLtac9r9g4
128.2.12.49|rippled-1.7.0|9|128.2.0.0/16|US|arin|1984-04-17|CMU-ROUTER, US|n9KasfoG5wZpJh65CiDzfeVaNEgVADGnYYEQrUCYEw5nCPn2gzWy
13.112.113.210|rippled-1.6.0|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9KELr7EcjiDgANNAxJRGfzCSjMCCQd46R4kbLrCsjAtvGqbriky
13.112.175.116|rippled-1.7.2|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9J2LibK2qv7sehLxznjRM1hUKRkZDyjMXHPAoPPWpbDMMPzfCzc
13.112.30.113|rippled-1.7.2|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9LMpnL3Edoy5awyKsPXR4fpRUNjpDgyunFCwNzuiaqngdDJD3o5
13.114.110.151|rippled-1.7.2|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n94wqMRvT1hmLgR1oaQC2aBqX9YjdZTCEzzg159NNKMGrHtFYG6N
13.115.252.91|rippled-1.7.2|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9LJDBhSZGq4qq1NkZW313AgZZndpUstjhZnuKzNi5SuG7Ue9whT
13.115.98.239|rippled-1.7.0|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9LrBubJ93gcj8FKMYHHttJEGVmC9vV6ZFvQNMKHkyERaDM77XjB
13.125.189.214|rippled-1.7.0|16509|13.125.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n944vxbcJb2N3KDtadb7id8pzkMtAXjzKLnUvoTDhRWC6uaWC53J
13.125.233.225|rippled-1.6.0|16509|13.125.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n94afbvkqvpTj4d1WcAWKsznG7xJob6pnTJdWBMtkwgfJYVwDZG3
13.125.53.40|rippled-1.7.0|16509|13.125.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9KqRtH8LYW4hSyHn7kodw21NNF5QnVqmdmC5fTKzA4mcSyZ5kGq
13.209.243.246|rippled-1.6.0|16509|13.209.0.0/16|US|arin|2019-10-01|AMAZON-02, US|n9KhXYfeoBoEWzh8K8RTs7MkSYj4SmD7eSVCcittxUNzbiZUmqcN
13.209.60.161|rippled-1.7.0|16509|13.209.0.0/16|US|arin|2019-10-01|AMAZON-02, US|n9KKC75CeVjahrizMLWVX13VXGKcXR6Uq69e4Sv5yGhhghUyFh2E
13.212.34.150|rippled-1.7.0|16509|13.212.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9KZAHz4cTqbBLjXNNZjaceNH7x2c3yrsDySJsDKnLJeoj1W9suS
13.229.238.38|rippled-1.6.0|16509|13.228.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9KLeBhEWPmS6tdUDedSVX897Ln1a2XHcxpGFsZHfiRL6NZTcEVM
13.230.138.109|rippled-1.7.2|16509|13.230.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9MCYVRAx4Dx3EMAB6rXr5mMYAirtFqVEKTM5QKAnZC8J23gMnbn
13.230.34.20|rippled-1.7.2|16509|13.230.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9LVPjWrRAJLHA2wmVg4Msz8pGZ9atPsLa4K6yB4bhUxDRxNoFbg
13.230.96.24|rippled-1.7.0|16509|13.230.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9KEidmXF7QgeYKJ2cfrtTGUVifKmugaBFLi6rDWK6cKbzbdwFuN
13.231.218.204|rippled-1.7.2|16509|13.230.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9KdKxmncmxpQdKJikhUab9bTXYYnKhr6PtXzu6iWtGzsn2f9FRb
13.231.28.8|rippled-1.7.2|16509|13.230.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9LHyDLoV6MSLzvmTefipz344ohPQBruFEhtGPaBKjNz1r94DT3p
13.231.37.207|rippled-1.7.2|16509|13.230.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9KobycPhuv2tK9mC4u39thQzd9cdmMAHMH8VFiXmpAFpBkXXWQ1
13.233.144.7|rippled-1.7.0|16509|13.232.0.0/14|US|arin|2019-10-01|AMAZON-02, US|n9MXoaoXJKhb6wX2kzwnh92SPVeMTkbBwJfwhK2UDe2wAPHeToWP
13.251.180.208|rippled-1.7.2|16509|13.250.0.0/15|US|arin|2018-07-11|AMAZON-02, US|n9JkwPzWg29wdxtbCmLxsp1VTYBRfsCkNxsnipt9zRyLn9Hny2fJ
13.251.19.106|rippled-1.7.0|16509|13.250.0.0/15|US|arin|2018-07-11|AMAZON-02, US|n9MEPeN8cn5ipaXRcwiHL7vAVzdGMLRsTpJJALJvdqx7g6ZeRPDt
13.57.189.14|rippled-1.6.0|16509|13.57.0.0/16|US|arin|2020-08-05|AMAZON-02, US|n9JtiqxbVmz3P26e1UbaJorGKDx82bntCUQc4orjRYTb6jsit377
131.153.56.154|rippled-1.6.0|19181|131.153.56.0/24|US|arin|2015-05-08|CWIE, US|n9M24JPTxC9ugKnudKPQ9e6vQav7uPEW3bziwNWPwx2to9GLaTCi
131.180.178.30|rippled-1.7.0|1128|131.180.0.0/16|NL|ripencc|1988-12-22|TUDELFT-NL DTO TUDELFT, The Netherlands - AS, NL|n9LnZeH6eyjkDQfrfuhCL4c17dh6XNBbTNtfpNvZcTe9At4JmJYv
134.122.32.204|rippled-1.7.0|14061|134.122.32.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|n9LcJwtun33KLUsUxMsJkWeqo6xwkcEXkvTxsbSjskLgXx4PLsPY
134.209.87.205|rippled-1.7.2|14061|134.209.80.0/20|US|arin|2018-10-18|DIGITALOCEAN-ASN, US|n94MXphLxBYcnq18CyQX2R71RfcMQecz4LAcnZvAGTGHLo9AjKU2
135.181.165.87|rippled-1.6.0|24940|135.181.0.0/16|DE|ripencc|1996-04-30|HETZNER-AS, DE|n9M1pVAgRT8jJccGzVK82uULUr2fhXxdDjv3mNy3nnzA6sHVTycA
135.181.180.251|rippled-1.7.0|24940|135.181.0.0/16|DE|ripencc|1996-04-30|HETZNER-AS, DE|n9Lk8jD1mvSGh933GE3ZzACuy4stYg9ZMejiVQ9DTFSwkDe9EZx1
136.152.1.131|rippled-1.6.0|25|136.152.0.0/16|US|arin|1991-03-06|UCB, US|n9KkZbduxCbJXUbuDApFV3PzpDwsvHwD8ARZXM5jrgJZEnps9nrB
136.243.22.211|rippled-1.7.0|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE|n9JCbigCWPahydFPAMk6HYt5nxtzztjrbnqrEc884RfCHPvvspi4
136.243.24.38|rippled-1.7.2|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE|n9MTzwUo8eK61HEGUP3iMQJjC9zAch8DS63EcXvAJXCXwFWcJeRF
136.243.35.32|rippled-1.5.0|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE|n9MgD8AWZX5chypz67sWsst1qQbry7u6pR8Z9M6bhe7LNtzxqmu7
137.117.107.49|rippled-1.7.0|8075|137.117.0.0/16|US|arin|2011-08-02|MICROSOFT-CORP-MSN-AS-BLOCK, US|n9KH8CQWHroD2GNf4vAy2Nn65rjQomJBFeFE8fT1uw4yPNztfJSB
138.197.163.6|rippled-1.7.0|14061|138.197.160.0/20|US|arin|2016-01-26|DIGITALOCEAN-ASN, US|n9KWhA2Bid6tCez5nci6o931aQWFxj32rvTwwW98rCAoE4nY3Rau
138.201.59.92|rippled-1.7.0|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE|n9LnQBDroUcj9mSse3nAhKzGrpAcQe6JNaAU6Mh9mXzyNfuUBrv2
138.201.61.90|rippled-1.7.2|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE|n9Mjo52VLc1WcdZKc5ZGn36mejtXeM4AxPqgAx2eP6qz2dM2naL2
138.201.83.166|rippled-1.7.2|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE|n94hVtmXGAwd67f3qgCmCoGoEFPVwg65FwLQQdL4mcb4LqQXQE5u
14.36.190.76|rippled-1.7.0|4766|14.32.0.0/13|KR|apnic|2010-08-02|KIXS-AS-KR Korea Telecom, KR|n9L7GMXH4GwQUrXNpJzsTc6uvEoyUxEwmJeMTh9fsvhFhLkwW7Bs
142.0.198.212|rippled-1.5.0|7979|142.0.192.0/20|US|arin|2015-06-04|SERVERS-COM, US|n9LjXA9pKBCzQRX5QqcA1TAV9Br5KejTLph1badnQu91NXRVaZsc
144.91.101.205|rippled-1.7.0|51167|144.91.100.0/23|DE|ripencc|1990-11-20|CONTABO, DE|n9K6GpCxF2g7tNi32CiECuWegibFKmzr6g5LmQPmGecZYqjFjbxC
147.50.73.228|rippled-1.7.2|4750|147.50.0.0/16|TH|apnic|1991-01-28|CSLOXINFO-AS-AP CS LOXINFO PUBLIC COMPANY LIMITED, TH|n9MpnjBn4ovorFqbcUjnQx2HzrqxtFmk2DtWxt3VZt1Ukr76N9cV
147.92.141.144|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9MB6q3zxfkhAvTuVuJN5qKVShvccwtVy6pV1AoPxY9UNkKERJTw
147.92.141.145|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9JbfHVjPDZ4Vx566oZEbZSU9ebg3WWwMaXpsz2fPsDzmYgmX9bN
147.92.141.146|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9J2RoPTf7M7SLo4hyX7R2pF86X66Nk9M5uwKnVZVGMTzVCsSU5F
147.92.156.141|rippled-1.7.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n94UAc6D25Xz3TFfscvMu7YVTraUphbtLUBkZmekvp31NgoB5zhZ
147.92.156.153|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9M6MNNPei3U2Z419jUmjjnshrKfNgtQE2gYiexzRkfRGuD4DWpP
147.92.156.226|rippled-1.7.2|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9M2FP5JFPb4HGhjBJN4roMWHNe1Da34m14EgdtcSmCYbXiK8XtD
148.251.11.19|rippled-1.7.0|24940|148.251.0.0/16|DE|ripencc|1993-09-01|HETZNER-AS, DE|n94QNHpmZ3TdTwstKuj8moQsMPQzrLXeQ2QFsvg6JH5ophdL4cLt
148.251.178.154|rippled-1.7.2|24940|148.251.0.0/16|DE|ripencc|1993-09-01|HETZNER-AS, DE|n9KKSQz5HRGwCAhe1y13xeubxaMcne6WKzmNyhss6iyDM5Asg2t5
149.28.221.40|rippled-1.7.0|20473|149.28.192.0/19|US|arin|2018-05-04|AS-CHOOPA, US|n9K929xRJ61P6jo4ZRxgLXX464XguksB7pxwSrE7N5eRs1whYm5j
15.164.165.132|rippled-1.7.0|16509|15.164.0.0/15|US|arin|2018-09-27|AMAZON-02, US|n9MX441UxDrL7csba1dGRjbSiwZDkj2JMGTyHjAQQjDxXMLV9Gjg
15.236.109.14|rippled-1.7.0|16509|15.236.0.0/15|US|arin|2018-09-27|AMAZON-02, US|n9MZUc1uvMsKsW5GQnZGizemoVdWyTHd8PHnJp5Go9e9epmn7sZi
150.249.132.56|rippled-1.7.0|2527|150.249.0.0/16|JP|apnic|1991-05-08|SO-NET Sony Network Communications Inc., JP|n94BHz7LgxvjR2txYwnzEYm5peQgBxEmrYSWsdacjGavukHu2evE
152.2.73.210|rippled-1.7.2|36850|152.2.0.0/16|US|arin|1991-06-07|UNC-CH, US|n9JkxQEfTyS8YewFSxup5yG5FpLDhoP3J4DenDskc7tG9PqW2RCW
153.120.171.176|rippled-1.7.0|7684|153.120.128.0/18|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP|n9MbuKXeVY1s3mFLh22PoBje5AdbpFFosJzvjiGuiwvTQJ2Khmc3
154.222.22.72|rippled-1.7.0|139640|154.222.16.0/20|SC|afrinic|2016-09-23|HKNEWCLOUD-AS-AP HK NEW CLOUD TECHNOLOGY LIMITED, HK|n9M7PfcLw9DNDMYZvrfoKHh51t24LHfXesNKP8k1pk4CZRRuTary
155.138.129.232|rippled-1.7.0|20473|155.138.128.0/19|US|arin|2018-12-05|AS-CHOOPA, US|n9MULj8CV6tjjd8qadXdfH5Nd4CyLvLbUGgcdPitk2AmWBdTMJhs
157.230.29.213|rippled-1.6.0|14061|157.230.16.0/20|US|arin|2018-08-22|DIGITALOCEAN-ASN, US|n94DPAE5LpDJnEHjQwDngZPbFjSASr2FdX2PUhsqBebhvnnsqbUS
157.90.159.158|rippled-1.7.0|24940|157.90.0.0/16|DE|ripencc|1996-12-16|HETZNER-AS, DE|n9KszCsZTR3xbePcpoRS7jnvpxdkaNr3zCvcgF6zsNfEizof5UeS
157.90.241.93|rippled-1.7.0|24940|157.90.0.0/16|DE|ripencc|1996-12-16|HETZNER-AS, DE|n9JcD9prF1eV9xk3N7mR5kd15ccoJY32EVzCnu6VCd6v1rxyrZ2e
157.90.32.239|rippled-1.7.0|24940|157.90.0.0/16|DE|ripencc|1996-12-16|HETZNER-AS, DE|n9L2NW2i7ys9dXiKsY5qYtmXkZWJ6vxShrz19ajqnJnqu69Rhjoi
157.90.40.50|rippled-1.7.0|24940|157.90.0.0/16|DE|ripencc|1996-12-16|HETZNER-AS, DE|n9L6Xz4NkcRWwJcjWYVhZ18wtCGhQTcE977tdL2yRztysvP3Xjg1
157.90.97.30|rippled-1.7.0|24940|157.90.0.0/16|DE|ripencc|1996-12-16|HETZNER-AS, DE|n9KFvNuhMiD7pXW6QxhC7UY9M9NQ24CifLcSMs148HHCZkXrhqmt
159.100.244.20|rippled-1.7.2|61098|159.100.244.0/24|CH|ripencc|1992-03-31|EXOSCALE, CH|n94PtDYC44nuy5WTW9krcH5uYutqQS3KKtpmEn37tf5XT8grMq2P
159.100.254.132|rippled-1.6.0|61098|159.100.248.0/21|CH|ripencc|1992-03-31|EXOSCALE, CH|n9K9jKr6wVScFbH5CRhZ6Gi4BrZWxQ8PutaiqGRKBfuavsBhiFYu
159.65.13.180|rippled-1.7.0|14061|159.65.0.0/20|US|arin|2017-10-24|DIGITALOCEAN-ASN, US|n9LHCUpFLuiytTDptFUGbE1hSLGTPSHXVfbdvbHRLdNtRztvTQuN
159.65.19.216|rippled-1.7.0|14061|159.65.16.0/20|US|arin|2017-10-24|DIGITALOCEAN-ASN, US|n9LMjry84Dv5SWp6rhCyefvTL1pZGqHXPwsSVEpeWu3Zg455TVNL
159.65.24.5|rippled-1.7.0|14061|159.65.16.0/20|US|arin|2017-10-24|DIGITALOCEAN-ASN, US|n9Kj2M785g3wsDWDxgy6JAtv9K8hyvvG1KJP88mRqVU6Z3uP7BVx
159.69.1.30|rippled-1.7.2|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9KcVAaTjpLNcEJvicY46b1EPqKSrCKtXWpkbEZnKEPoe7UiJ58a
159.69.142.112|rippled-1.7.0|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9JFXukc2gbc3s6BgbSLF1apbERkYGaq1yRQWVojDGYz7A9spFnw
159.69.218.49|rippled-1.6.0|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9Lb6PkADKuWZhcMC3w6S84RrDuc4DdB6Eg5HbhfVR4DAoft9jhf
159.69.66.107|rippled-1.7.2|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9KPvkPeLex22a6qYmKRdwVmgDfbpiKXfhk1vcwYig2SJrtzEqwR
159.89.127.148|rippled-1.7.0|14061|159.89.112.0/20|US|arin|2017-07-07|DIGITALOCEAN-ASN, US|n9JAi1hWYmSZMsEiTSBK4Ck8waKMc22bhHAXY6eweYoYAdqbyueF
161.117.225.95|rippled-1.7.0|45102|161.117.128.0/17|SG|apnic|1992-07-09|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN|n9Jbqxpba3NDQPBWLo1WhB6hwgvBaVPKYu2Mvw8XrxsaqhCGrj4F
161.117.85.46|rippled-1.5.0|45102|161.117.0.0/17|SG|apnic|1992-07-09|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN|n9MZB1k4RULANk5peHuC9vb4h8dEsbEzhRKwugH9AkukHMwWbowm
161.97.131.71|rippled-1.6.0|51167|161.97.128.0/19|DE|ripencc|1992-06-23|CONTABO, DE|n9JuRJWTez4W1wxeGKYvxgsUsUu12oQD69Uma345kHJe6p9tFmr9
